Reservoir,Date,Elevation,Temp_C,pH,DO_mgL,Turb,Color,Odor,Algae_cells_mL,Fe_mgL,Mn_mgL,Alkalinity,Hardness,CO2,TOC,Notes,Predominant_algae_organism,Reservoir_level,Withdraw_levels,Flag
CCR,9/11/01,1120,16,7.5,1.06,7.3,294,200,N/A,1.28,0.69,112,124,8.5,N/A,,,N/A,1140 & 1150 ,
CCR,9/11/01,1110,13,7.5,1.77,2.4,64,140,N/A,0.94,0.72,106,124,8,N/A,,,N/A,1140 & 1150 ,
CCR,8/6/01,1160,27,8.6,6.63,1.1,29,35,N/A,<0.01,0.03,112,118,3.5,N/A,Green color,Anacystis,N/A,1150 & 1130,
CCR,8/6/01,1150,25.5,8.4,7.05,1.2,30,50,N/A,<0.01,0.03,108,116,3.5,N/A,Very calm,,N/A,1150 & 1130,
CCR,8/6/01,1140,22,7.6,8.65,1.8,36,50,N/A,<0.01,0.04,120,116,4,N/A,No reservoir level recorded,,N/A,1150 & 1130,
CCR,8/6/01,1130,16,7.4,1.39,3.7,40,70,N/A,0.06,0.72,122,118,4.5,N/A,No algal cell count recorded,,N/A,1150 & 1130,
CCR,8/6/01,1120,12.5,7.3,0.66,3.9,50,100,N/A,0.24,0.73,110,116,4.5,N/A,,,N/A,1150 & 1130,
CCR,8/6/01,1110,12.5,7.2,0.89,5.7,52,50,N/A,0.43,0.89,106,110,7,N/A,,,N/A,1150 & 1130,
CCR,7/12/01,1160,28,8.6,12.42,1.34,19,50,"6,655,000",0.48,0.25,110,118,5,N/A,Green color,Anacystis,3.5 low,1130-1120,
CCR,7/12/01,1150,26,8.6,10.35,1.6,22,35,"5,170,000",0.69,0.34,108,118,5,N/A,Sunny,,3.5 low,1130-1120,
CCR,7/12/01,1140,21.5,7.9,8.51,2.4,26,50,"2,420,000",0.52,0.38,108,114,6,N/A,Breeze,,3.5 low,1130-1120,
CCR,7/12/01,1130,17,7.4,8.09,2.9,50,50,"23,210,000",0.11,0.1,106,118,7,N/A,Additional raw odor data recorded below,,3.5 low,1130-1120,
CCR,7/12/01,1120,15.5,7.4,9.03,2.6,38,70,"38,555,000",0.1,0.23,102,118,7,N/A,,,3.5 low,1130-1120,
CCR,7/12/01,1110,13.5,7.4,14.82,2,26,100,"7,975,000",0.15,2.2,110,120,7,N/A,,,3.5 low,1130-1120,
CCR,6/15/01,1160,28,8.5,8.12,2.1,24,50,N/A,0.04,0.02,112,116,2.5,N/A,Green color,Anacystis,1168.7,1130 & 1140,
CCR,6/15/01,1150,22.5,8.5,9.44,2.7,43,35,N/A,0.06,0.05,110,114,3,N/A,Cloudy surface chop,Dynobryon,1168.7,1130 & 1140,
CCR,6/15/01,1140,18,7.7,8.42,3.3,33,35,N/A,0.05,0.04,110,118,5,N/A,No algal cell count recorded,,1168.7,1130 & 1140,
CCR,6/15/01,1130,15,7.5,3,1.8,31,35,N/A,0.04,0.07,104,117,5,N/A,"Values written on the right by odor, but there is no indication to what it is",,1168.7,1130 & 1140,
CCR,6/15/01,1120,15,7.4,2.83,2.2,27,35,N/A,0.04,0.11,106,114,5,N/A,,,1168.7,1130 & 1140,
CCR,6/15/01,1110,14,7.3,1.85,2.1,34,24,N/A,0.06,0.18,108,118,5,N/A,,,1168.7,1130 & 1140,
CCR,6/6/01,1160,24,8.6,9.93,2.5,31,24,N/A,0.06,0.03,110,114,6,N/A,Water green,Anacystis,1169,1130 & 1140 ,
CCR,6/6/01,1150,21,8.1,10.06,3,41,35,N/A,0.07,0.04,108,118,7.5,N/A,Deep green color,,1169,1130 & 1140 ,
CCR,6/6/01,1140,19,7.7,8.34,3.2,28,24,N/A,0.07,0.05,106,114,5,N/A,Light breeze,,1169,1130 & 1140 ,
CCR,6/6/01,1130,17,7.5,5.24,1.7,18,24,N/A,0.04,0.05,108,120,5,N/A,Cloudy,,1169,1130 & 1140 ,
CCR,6/6/01,1120,15,7.5,6.34,1.7,21,35,N/A,0.04,0.07,106,116,5,N/A,NO algal cell count recorded,,1169,1130 & 1140 ,
CCR,6/6/01,1110,15,7.3,4.26,2.5,51,24,N/A,0.08,0.24,104,120,5,N/A,,,1169,1130 & 1140 ,
CCR,5/14/01,1160,22.5,8.5,9.21,2.9,36,17,N/A,0.05,0.04,108,120,2.6,N/A,Light green color,Anacystis,1164.1,1130 & 1140,
CCR,5/14/01,1150,20.5,8.5,11.19,3,44,24,N/A,0.07,0.05,109,116,2.6,N/A,Clear clarity,,1164.1,1130 & 1140,
CCR,5/14/01,1140,16,8.2,10.17,2.6,36,50,N/A,0.04,0.04,106,114,2.5,N/A,Surface clear,,1164.1,1130 & 1140,
CCR,5/14/01,1130,13.5,7.8,8.1,1.3,18,17,N/A,0.03,0.04,105,114,2.6,N/A,Sunny,,1164.1,1130 & 1140,
CCR,5/14/01,1120,13,7.7,7.35,1.4,27,17,N/A,0.02,0.08,102,114,2.6,N/A,No algal cell count recorded,,1164.1,1130 & 1140,
CCR,5/14/01,1110,12.5,7.6,6.65,2.4,50,50,N/A,0.07,0.21,102,115,2.6,N/A,Addiyional raw odor data recorded below,,1164.1,1130 & 1140,
CCR,5/2/01,1160,23,8.7,8.21,3.3,23,24,"4,345,000",0.05,0.04,104,116,2.5,N/A,Heavy pollen,Anacystis,1164.8,1130-1140,
CCR,5/2/01,1150,21,8.5,9.14,2.7,30,24,"4,345,000",0.06,0.04,106,114,2.5,N/A,Greenish color,,1164.8,1130-1140,
CCR,5/2/01,1140,16.5,8.3,8.21,2.1,18,17,"4,400,000",0.04,0.03,104,116,2.6,N/A,Clarity clear,,1164.8,1130-1140,
CCR,5/2/01,1130,14.5,8.1,6.24,1.9,20,17,"2,860,000",0.05,0.03,102,114,5,N/A,Air temp 27 C,,1164.8,1130-1140,
CCR,5/2/01,1120,14,7.8,5.69,2.4,22,17,"2,915,000",0.05,0.06,104,114,2.6,N/A,Additional raw odor recorded below,,1164.8,1130-1140,
CCR,5/2/01,1110,13,7.7,9.81,3,33,17,"5,720,000",0.07,0.15,104,113,2.6,N/A,,,1164.8,1130-1140,
CCR,4/9/01,1160,15.5,7.81,9.57,0.037,50,24,N/A,0.102,0.037,100,110,2.5,N/A,Trash on surface,Anacystis,1164.8,1130 & 1140,
CCR,4/9/01,1150,13.5,8.25,9.53,0.031,49,24,N/A,0.095,0.031,98,112,2.8,N/A,Slight breeze,,1164.8,1130 & 1140,
CCR,4/9/01,1140,13,8.25,9.76,0.031,45,35,N/A,0.076,0.031,98,110,2.8,N/A,Sunny,,1164.8,1130 & 1140,
CCR,4/9/01,1130,12.5,8,8.47,0.04,41,35,N/A,0.084,0.04,100,112,2.8,N/A,Air temp 29 C,,1164.8,1130 & 1140,
CCR,4/9/01,1120,12,8,7.52,0.05,36,35,N/A,0.07,0.05,100,110,4,N/A,No algal cell count recorded,,1164.8,1130 & 1140,
CCR,4/9/01,1110,12,7.69,9.63,0.062,49,35,N/A,0.095,0.062,104,116,4,N/A,,,1164.8,1130 & 1140,
CCR,3/19/01 10:18,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Air temp 6.5 C,Anacystis,1155.5,1130-1140,
CCR,3/19/01 10:18,1150,7.5,8.3,11.15,2.5,38,24,N/A,0.071,0.06,104,116,5,N/A,"Breezy, sunny",,1155.5,1130-1140,
CCR,3/19/01 10:18,1140,8,8.3,8.99,2.7,37,24,N/A,0.073,0.057,102,114,2.5,N/A,"Murky water, choppy, clear",,1155.5,1130-1140,
CCR,3/19/01 10:18,1130,7.5,8.3,10.27,2.8,35,24,N/A,0.093,0.059,106,112,2.6,N/A,No information for level 1160 recorded,,1155.5,1130-1140,
CCR,3/19/01 10:18,1120,7.5,8.3,9.98,2.9,38,35,N/A,0.098,0.062,102,112,2.6,N/A,Additional raw odor recorded below,,1155.5,1130-1140,
CCR,3/19/01 10:18,1110,7.5,8.3,9.55,3.1,37,35,N/A,0.09,0.067,104,116,2.6,N/A,No algal cell count recorded,,1155.5,1130-1140,
CCR,3/9/01 9:10,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Partly sunny,Anacystis,1155.8,1130-1140,
CCR,3/9/01 9:10,1150,7,8.08,9.74,3,51,17,N/A,0.11,0.07,104,116,6,N/A,Temp 8,,1155.8,1130-1140,
CCR,3/9/01 9:10,1140,6.5,8.17,9.74,2.89,48,17,N/A,0.1,0.07,102,110,7,N/A,"Snow flurries, light shop on water",,1155.8,1130-1140,
CCR,3/9/01 9:10,1130,6,8.18,8.82,3.2,46,17,N/A,0.11,0.06,104,112,5,N/A,No information for level 1160 recorded,,1155.8,1130-1140,
CCR,3/9/01 9:10,1120,6,8.21,9.54,5.35,59,17,N/A,0.16,0.07,106,116,5,N/A,Additional raw odor recorded below,,1155.8,1130-1140,
CCR,3/9/01 9:10,1110,6,8.2,9.55,2.71,38,17,N/A,0.1,0.06,106,118,5,N/A,No algal cell count recorded,,1155.8,1130-1140,
CCR,2/7/01 14:04,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Partly sunny,Anacystis,1156.9,1140 & 1150,
CCR,2/7/01 14:04,1150,8,8.2,12.94,2.86,37,17,N/A,0.086,0.054,106,102,7.5,N/A,Slight breeze,,1156.9,1140 & 1150,
CCR,2/7/01 14:04,1140,7,8,10.62,2.77,34,24,N/A,0.086,0.06,96,112,5,N/A,"H2O clear, air temp 62 F",,1156.9,1140 & 1150,
CCR,2/7/01 14:04,1130,6.5,8,12.69,3.13,38,17,N/A,0.087,0.058,116,110,4,N/A,No information for level 1160 recorded,,1156.9,1140 & 1150,
CCR,2/7/01 14:04,1120,6.5,7.9,12.77,5,47,12,N/A,0.159,0.105,102,108,4,N/A,Additional raw odor recorded below,,1156.9,1140 & 1150,
CCR,2/7/01 14:04,1110,6.5,7.3,12.78,4.7,50,12,N/A,0.164,0.134,108,110,3,N/A,No algal cell count recorded,,1156.9,1140 & 1150,
CCR,1/29/01,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Air temp 12 C,Anacystis,1157,1140 & 1150,
CCR,1/29/01,1150,7.4,8.1,11.19,2.5,37,8-Aug,N/A,0.074,0.061,96,114,5,N/A,Light wind,,1157,1140 & 1150,
CCR,1/29/01,1140,7.3,8,11.98,3.72,34,8-Aug,N/A,0.069,0.058,100,116,7,N/A,Water clear,,1157,1140 & 1150,
CCR,1/29/01,1130,7,8,12.26,3.37,42,8-Aug,N/A,0.157,0.068,100,122,7.5,N/A,No information for level 1160 recorded,,1157,1140 & 1150,
CCR,1/29/01,1120,7.2,8,11.14,5.1,64,8-Aug,N/A,0.247,0.153,100,122,5,N/A,No algal cell count recorded,,1157,1140 & 1150,
CCR,1/29/01,1110,7,7.8,11.4,3.42,42,8-Aug,N/A,0.184,0.086,98,110,3,N/A,,,1157,1140 & 1150,
CCR,12/28/00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Partly cloudy,Anacystis,1157.6,1140 & 1150,
CCR,12/28/00,1150,3,7.2,8.41,2.1,26,24,N/A,0.07,0.04,106,120,5,N/A,Temp 7 C,,1157.6,1140 & 1150,
CCR,12/28/00,1140,3.5,7.8,7.84,2.5,27,35,N/A,0.09,0.05,110,112,3,N/A,"Light wind, water clear",,1157.6,1140 & 1150,
CCR,12/28/00,1130,4,8,8.36,2.1,25,35,N/A,0.1,0.05,106,106,2.5,N/A,No information for level 1160 recorded,,1157.6,1140 & 1150,
CCR,12/28/00,1120,4,8.1,8.39,2.9,41,35,N/A,0.17,0.43,106,106,2.5,N/A,Two temperatures recorded ,,1157.6,1140 & 1150,
CCR,12/28/00,1110,4,8.1,8.1,2.2,33,35,N/A,0.1,0.06,102,108,2.6,N/A,No algal cell count recorded,,1157.6,1140 & 1150,
CCR,11/15/00,1160,11,7.7,8.64,3.1,42,N/A,N/A,0.12,0.2,96,113,0.8,N/A,No algal cell count recorded,Anacystis,N/A,N/A,
CCR,11/15/00,1150,11,7.7,8.21,3.2,46,N/A,N/A,0.13,0.21,100,110,0.8,N/A,No odor recorded,Dinobryon,N/A,N/A,
CCR,11/15/00,1140,11,7.7,12.43,3.2,38,N/A,N/A,0.11,0.21,95,114,0.6,N/A,No reservoir level recorded,Asterionella,N/A,N/A,
CCR,11/15/00,1130,11,7.6,12.36,3,53,N/A,N/A,0.13,0.22,94,112,0.8,N/A,No withdrawal level recorded,Synedra,N/A,N/A,
CCR,11/15/00,1120,10,7.6,12.15,3.8,44,N/A,N/A,0.17,0.3,94,106,0.8,N/A,No remarks recorded,,N/A,N/A,
CCR,11/15/00,1110,10,7.3,10.88,4.4,42,N/A,N/A,1.5,2.3,108,112,0.8,N/A,,,N/A,N/A,
CCR,10/25/00 10:30,1160,18,7.7,11.56,1.5,21,N/A,N/A,0.05,0.06,106,98,1,N/A,Water grey,Anacystis,1162.3,1150 & 1140,
CCR,10/25/00 10:30,1150,17,7.8,12.33,1.6,30,N/A,N/A,0.06,0.05,102,106,1,N/A,Calm ,,1162.3,1150 & 1140,
CCR,10/25/00 10:30,1140,16.6,7.6,11.05,3.4,61,N/A,N/A,0.13,0.45,108,110,1.3,N/A,Mild,,1162.3,1150 & 1140,
CCR,10/25/00 10:30,1130,16,7.8,6.71,1.7,25,N/A,N/A,0.06,0.06,106,102,1.6,N/A,No odor recorded,,1162.3,1150 & 1140,
CCR,10/25/00 10:30,1120,13,7.2,2.1,6.4,203,N/A,N/A,1.2,2.6,110,110,1.4,N/A,No algal cell count recorded,,1162.3,1150 & 1140,
CCR,10/25/00 10:30,1110,12,7.2,1.51,3.3,87,N/A,N/A,3.1,2.7,106,110,2.4,N/A,Additional raw odor recorded below,,1162.3,1150 & 1140,
CCR,9/13/00 11:20,1160,23,7.5,N/A,1.1,15,50,"14,014,000",0.03,0.02,97,98,0.35,N/A,Cool,Anacystis,1164.9/5.1 low,"1140, 1150",
CCR,9/13/00 11:20,1150,24,8.1,N/A,1.2,17,50,"4,158,000",0.03,0.02,96,105,0.3,N/A,Calm ,,1164.9/5.1 low,"1140, 1150",
CCR,9/13/00 11:20,1140,22.5,7.7,N/A,2.3,34,50,"4,851,000",0.09,0.04,96,110,0.4,N/A,Blue/green water,,1164.9/5.1 low,"1140, 1150",
CCR,9/13/00 11:20,1130,13,7.3,N/A,2.7,36,100,"10,934,000",0.36,1.2,104,120,0.3,N/A,No DO recorded,,1164.9/5.1 low,"1140, 1150",
CCR,9/13/00 11:20,1120,12,7.3,N/A,153,890,100,"13,706,000",2,1.8,116,111,0.5,N/A,,,1164.9/5.1 low,"1140, 1150",
CCR,9/13/00 11:20,1110,11.5,7.3,N/A,2.7,41,70,"9,900,000",1,1.2,114,126,0.3,N/A,,,1164.9/5.1 low,"1140, 1150",
CCR,8/30/00,1160,25,7.8,8.38,1.85,47,N/A,N/A,0.03,0.03,90,88,0.8,N/A,"Odor recorded, except for 1160 and 1110",Anacystis,5.5 low,1140 & 1130,
CCR,8/30/00,1150,24,8,6.79,1.6,35,50,N/A,0.04,0.02,94,90,0.5,N/A,No algal cell count recorded,Oscillatoria,5.5 low,1140 & 1130,
CCR,8/30/00,1140,24,7.4,4.12,3.11,51,70,N/A,0.06,0.04,98,96,0.6,N/A,,Ulothrix,5.5 low,1140 & 1130,
CCR,8/30/00,1130,17,7.2,1.32,4.3,43,100,N/A,0.19,0.87,100,100,0.5,N/A,,Anabeana,5.5 low,1140 & 1130,
CCR,8/30/00,1120,14,7.2,0.45,9.1,86,200,N/A,0.4,1.17,104,104,0.6,N/A,,Peridinium,5.5 low,1140 & 1130,
CCR,8/30/00,1110,8,7.2,2.17,4.51,62,N/A,N/A,1.94,2.38,118,110,0.7,N/A,,,5.5 low,1140 & 1130,
CCR,8/21/00,1160,24,7.8,7.07,1.6,65,50,"2,717,000",0.04,<0.1,96,94,0.8,N/A,No remarks recorded,Anacystis,1165,1130 & 1140,
CCR,8/21/00,1150,25,7.6,7,1.4,19,50,"3,784,000",0.06,0.03,96,96,0.8,N/A,,Dinobryon,1165,1130 & 1140,
CCR,8/21/00,1140,20,7.3,3.05,2.6,25,70,"3,960,000",0.07,0.03,93,104,0.7,N/A,,Asterionella,1165,1130 & 1140,
CCR,8/21/00,1130,16,7.2,0.93,3.4,79,70,"4,532,000",0.18,0.75,102,111,0.6,N/A,,Anabeana and Tabellaria,1165,1130 & 1140,
CCR,8/21/00,1120,14,7.1,0.52,62,344,100,"40,562,000",1.8,1,106,114,0.5,N/A,,Cyclotella and Chromulina,1165,1130 & 1140,
CCR,8/21/00,1110,12,6.8,0.53,4.2,53,50,"2,662,000",1.2,2.5,116,116,0.6,N/A,,Peridinium and Fragilaria,1165,1130 & 1140,
CCR,8/9/00,1160,26,8.3,7.55,1,24,17,"3,542,000",0.02,0.02,98,103,0.3,N/A,No remarks recorded,Anacystis,4' low,1130 & 1140,
CCR,8/9/00,1150,23,8.2,7.42,0.92,26,17,"4,422,000",<0.01,0.02,94,93,0.5,N/A,Additional raw odor recorded down below,Dinobryon,4' low,1130 & 1140,
CCR,8/9/00,1140,18,7.7,5.68,1.5,36,17,"4,741,000",<0.01,0.03,100,100,0.7,N/A,,,4' low,1130 & 1140,
CCR,8/9/00,1130,13,7.4,3.44,1.8,37,17,"4,356,000",0.06,0.05,99,103,0.9,N/A,,,4' low,1130 & 1140,
CCR,8/9/00,1120,15,7.3,0.83,3.8,48,17,"4,719,000",0.16,0.61,103,105,1,N/A,,,4' low,1130 & 1140,
CCR,8/9/00,1110,12,7.1,0.72,8.1,70,17,"4,191,000",0.73,1.82,111,110,1.5,N/A,,,4' low,1130 & 1140,
CCR,7/18/00,1160,26,8,7.68,1.6,20,50,"2,794,000",0.05,0.02,94,103,0.9,N/A,Green water,Anacystis,1166.3,N/A,
CCR,7/18/00,1150,25,7.9,6.36,1.7,25,17,"4,290,000",0.06,0.04,92,98,0.8,N/A,Calm,Dinobryon,1166.3,N/A,
CCR,7/18/00,1140,24,7.3,2.6,1.7,36,17,"6,017,000",0.06,0.11,90,97,1,N/A,Clean day,Asterionella,1166.3,N/A,
CCR,7/18/00,1130,15,7.3,0.78,1.6,26,24,"6,551,000",0.09,0.29,97,108,0.5,N/A,No withdrawal level recorded,Tabellaria,1166.3,N/A,
CCR,7/18/00,1120,13,7.4,0.56,76,364,24,"6,501,000",1.23,0.35,99,109,1,N/A,,Aphanizomenon,1166.3,N/A,
CCR,7/18/00,1110,12,7.3,0.75,6.4,60,24,"3,212,000",0.47,1.98,109,118,0.5,N/A,,,1166.3,N/A,
CCR,6/14/00,1160,15,8.1,7.17,0.82,21,24,"4,697,000",0.016,0.03,90,92,3,N/A,Water is green,Anacystis,1168.7,1140/1130,
CCR,6/14/00,1150,21,7.8,6.56,1.17,25,35,"5,544,000",0.015,0.03,90,90,1,N/A,Hot,Dinobryon,1168.7,1140/1130,
CCR,6/14/00,1140,15,7.4,3.03,1.61,28,24,"6,501,000",0.017,0.06,100,94,1.6,N/A,Muggy,Ulothrix,1168.7,1140/1130,
CCR,6/14/00,1130,14,7.3,2.41,1.26,29,35,"6,380,000",0.013,0.07,108,106,1,N/A,Overcast,Micrac and Anabaena,1168.7,1140/1130,
CCR,6/14/00,1120,13,7.2,1.77,20,237,24,"2,970,000",0.538,0.51,104,106,1.6,N/A,Additional raw odor recorded below,Synedra and Fragillaria,1168.7,1140/1130,
CCR,6/14/00,1110,12,7.2,0.84,2.31,51,17,"1,320,000",0.07,0.26,100,106,1,N/A,,Cyclotella and Tabellaria,1168.7,1140/1130,
CCR,5/17/00 8:50,1160,21,7.8,8.82,4.1,49,50,"572,000",0.08,0.04,86,93,0.3,N/A,Water green,Anacystis,1169.4,1150 & 1140,
CCR,5/17/00 8:50,1150,17,8,7.8,3.1,42,N/A,"110,000",0.08,0.04,89,102,1,N/A,Calm,,1169.4,1150 & 1140,
CCR,5/17/00 8:50,1140,14,7.7,5.8,2.1,32,N/A,"880,000",0.05,0.04,90,100,0.5,N/A,Sunny,,1169.4,1150 & 1140,
CCR,5/17/00 8:50,1130,12.5,7.6,4.85,2.1,26,24,"1,232,000",0.05,0.05,96,104,0.7,N/A,Cool day,,1169.4,1150 & 1140,
CCR,5/17/00 8:50,1120,11.5,7.5,3.83,33.5,238,50,"4,488,000",0.56,0.57,102,122,0.6,N/A,No odor,,1169.4,1150 & 1140,
CCR,5/17/00 8:50,1110,11,7.5,3.09,2.9,45,35,"924,000",0.07,0.17,95,110,0.5,N/A,No odor recorded for 1150 and 1140,,1169.4,1150 & 1140,
CCR,4/24/00 9:15,1160,14,8.3,9.3,8.94,89,35,"3,454,000",0.15,0.05,90,90,0.5,N/A,Cool & breezy,Anacystis,Full,1130 & 1140,
CCR,4/24/00 9:15,1150,14.5,8.3,9.19,9.21,93,35,"5,665,000",0.1,0.05,90,90,1,N/A,Water is yellow/green & murky,Asterionella,Full,1130 & 1140,
CCR,4/24/00 9:15,1140,12,7.9,7.47,9.23,81,70,"5,654,000",0.14,0.04,98,98,1,N/A,Additional raw odor recorded below ,Cyclotella,Full,1130 & 1140,
CCR,4/24/00 9:15,1130,12,7.8,6.78,3.99,41,70,"3,190,000",0.07,0.04,100,104,0.5,N/A,,Synedra,Full,1130 & 1140,
CCR,4/24/00 9:15,1120,10.5,7.6,6.34,6.07,63,35,"1,430,000",0.18,0.11,100,104,0.7,N/A,,Fragillaria and Mallomonas,Full,1130 & 1140,
CCR,4/24/00 9:15,1110,10,7.5,5.38,2.71,40,35,"1,309,000",0.07,0.15,100,100,1.1,N/A,,Dinobryon and Ulothrix,Full,1130 & 1140,
CCR,3/31/00 9:15,1160,12,7.9,10.75,2.7,96,121,N/A,0.47,0.04,96,121,0.25,N/A,Sunny,Anacystis,2' low,1130 & 1140,
CCR,3/31/00 9:15,1150,11,8.1,10.04,2.9,99,113,N/A,0.62,0.03,99,113,0.25,N/A,Cool,,2' low,1130 & 1140,
CCR,3/31/00 9:15,1140,11,8.1,10.02,3,99,108,N/A,0.58,0.03,99,108,0.3,N/A,Water very green & murky,,2' low,1130 & 1140,
CCR,3/31/00 9:15,1130,10,7.9,8.73,3.1,113,130,N/A,0.94,0.04,113,130,0.3,N/A,Additional raw odor recorded below,,2' low,1130 & 1140,
CCR,3/31/00 9:15,1120,9,7.9,8.9,60.6,101,110,N/A,1.37,0.66,101,110,0.4,N/A,No algal cell count recorded,,2' low,1130 & 1140,
CCR,3/31/00 9:15,1110,9,7.9,8.61,3.5,98,122,N/A,0.11,0.07,98,122,0.4,N/A,,,2' low,1130 & 1140,
CCR,3/2/00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windy,Anacystis,8.9' low,1140 & 1130,
CCR,3/2/00,1150,8,7.3,9.7,4,36,17,"803,000",0.07,0.04,99,126,1.5,N/A,No information found for 1160,Ulothrix,8.9' low,1140 & 1130,
CCR,3/2/00,1140,7,7.7,10.1,4.1,38,17,"1,066,000",0.07,0.04,103,114,0.8,N/A,,Synedra,8.9' low,1140 & 1130,
CCR,3/2/00,1130,7,7.8,10.3,4,41,50,"1,265,000",0.07,0.04,100,107,0.8,N/A,,,8.9' low,1140 & 1130,
CCR,3/2/00,1120,7,7.8,9.7,9.9,96,35,"440,000",0.28,0.25,99,110,0.5,N/A,,,8.9' low,1140 & 1130,
CCR,3/2/00,1110,6,7.7,8.9,3.6,41,17,"638,000",0.1,0.05,100,109,0.5,N/A,,,8.9' low,1140 & 1130,
CCR,2/2/00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cold,Anacystis,N/A,1140/1130,
CCR,2/2/00,1150,3.5,7.6,12.64,1.9,<1,24,"2,618,000",0.06,0.04,100,112,0.5,N/A,Windy,Ulothrix,N/A,1140/1130,
CCR,2/2/00,1140,3,7.8,11.78,1.9,14,35,"913,000",0.07,0.05,104,120,0.5,N/A,Brown water,Gleocyst,N/A,1140/1130,
CCR,2/2/00,1130,3,7.7,11.51,2,26,35,"1,441,000",0.07,0.05,96,104,0.9,N/A,No information found for 1160,Synedra,N/A,1140/1130,
CCR,2/2/00,1120,3,7.7,11.23,78,678,50,"1,793,000",2.8,2.51,100,120,1.1,N/A,Additional raw data recorded below,Asterionella,N/A,1140/1130,
CCR,2/2/00,1110,3,7.7,11.11,2.1,4,50,"1,507,000",0.06,0.16,100,120,0.5,N/A,No reservoir level recorded,,N/A,1140/1130,
CCR,1/12/00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clean,Anacystis,1156.7,1130 & 1140,
CCR,1/12/00,1150,8,8,9.4,3.3,29,17,N/A,0.07,0.05,104,116,0.5,N/A,Cool ,Synedra,1156.7,1130 & 1140,
CCR,1/12/00,1140,7.5,7.9,9.2,3.1,37,24,N/A,0.07,0.05,96,123,0.5,N/A,Water brown,Fragillaria,1156.7,1130 & 1140,
CCR,1/12/00,1130,7,7.9,9.6,3.1,33,24,N/A,0.08,0.05,94,126,1.2,N/A,No algal cell count recorded,,1156.7,1130 & 1140,
CCR,1/12/00,1120,6,7.9,9.3,62.2,463,24,N/A,1.65,1.07,98,126,1,N/A,No information found for 1160,,1156.7,1130 & 1140,
CCR,1/12/00,1110,6,7.9,8.9,3.2,39,17,N/A,0.11,0.06,102,139,5,N/A,,,1156.7,1130 & 1140,
CCR,12/7/99 9:00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cold, clear skies",Anacystis,N/A,N/A,
CCR,12/7/99 9:00,1150,14,7.7,9.41,3.6,36,50,"3,388,000",0.1,0.09,98,106,1.4,N/A,Brown dirty water,Asterionella,N/A,N/A,
CCR,12/7/99 9:00,1140,13,7.9,9.55,3.8,45,50,"1,716,000",0.11,0.07,100,110,0.5,N/A,No reservoir level recorded,Tabellaria,N/A,N/A,
CCR,12/7/99 9:00,1130,13,7.9,9.3,3.7,42,50,"2,024,000",0.12,0.07,100,106,0.5,N/A,No withdrawal level recorded,Synedra,N/A,N/A,
CCR,12/7/99 9:00,1120,13,8,9.71,5.9,69,35,"2,629,000",0.28,0.16,94,106,0.5,N/A,Additional raw odor recorded below,Ulothrix,N/A,N/A,
CCR,12/7/99 9:00,1110,13,7.9,9.32,3.8,54,50,"2,794,000",0.13,0.14,96,102,0.5,N/A,No information for elevation level 1160 recorded,Mallomonas,N/A,N/A,
